1235714876.300951,6.944069,3.092754,-2.876775,0.000010,-0.000000,-0.000000,-0.000000,0.000009,0.000003,-0.000000,0.000003,0.000015
1235714876.320920,6.931923,3.089187,-2.876779,0.000010,-0.000000,-0.000001,-0.000000,0.000009,0.000003,-0.000001,0.000003,0.000015
1235714876.341917,6.920802,3.086583,-2.876780,0.000010,-0.000000,-0.000001,-0.000000,0.000008,0.000002,-0.000001,0.000002,0.000015
1235714876.362971,6.908618,3.083007,-2.876794,0.000009,-0.000000,-0.000001,-0.000000,0.000008,0.000002,-0.000001,0.000002,0.000014
1235714876.383907,6.897410,3.079376,-2.876813,0.000009,-0.000000,-0.000001,-0.000000,0.000008,0.000002,-0.000001,0.000002,0.000014
1235714876.404907,6.885242,3.076779,-2.876766,0.000009,-0.000000,-0.000001,-0.000000,0.000007,0.000002,-0.000001,0.000002,0.000014
1235714876.425895,6.873062,3.073202,-2.876790,0.000009,-0.000000,-0.000001,-0.000000,0.000007,0.000002,-0.000001,0.000002,0.000013
1235714876.446891,6.861893,3.069610,-2.876818,0.000008,-0.000000,-0.000001,-0.000000,0.000007,0.000002,-0.000001,0.000002,0.000013
1235714876.467935,6.849749,3.067071,-2.876850,0.000008,-0.000000,-0.000000,-0.000000,0.000007,0.000002,-0.000000,0.000002,0.000013
1235714876.488153,6.838564,3.063513,-2.876907,0.000008,-0.000000,-0.000001,-0.000000,0.000006,0.000001,-0.000001,0.000001,0.000013
1235714876.509896,6.826413,3.060995,-2.876966,0.000008,-0.000000,-0.000000,-0.000000,0.000006,0.000001,-0.000000,0.000001,0.000012
1235714876.530883,6.814216,3.057470,-2.877036,0.000008,-0.000000,-0.000000,-0.000000,0.000006,0.000001,-0.000000,0.000001,0.000012
1235714876.550873,6.803028,3.053904,-2.877093,0.000007,-0.000000,-0.000000,-0.000000,0.000006,0.000001,-0.000000,0.000001,0.000012
1235714876.571884,6.790865,3.051378,-2.877166,0.000007,-0.000000,-0.000000,-0.000000,0.000006,0.000001,-0.000000,0.000001,0.000012
1235714876.592878,6.779659,3.047814,-2.877252,0.000007,-0.000000,-0.000000,-0.000000,0.000006,0.000001,-0.000000,0.000001,0.000011
1235714876.613861,6.767468,3.045284,-2.877337,0.000007,-0.000000,-0.000000,-0.000000,0.000006,0.000001,-0.000000,0.000001,0.000011
1235714876.634872,6.756230,3.041703,-2.877428,0.000007,-0.000000,-0.000000,-0.000000,0.000005,0.000001,-0.000000,0.000001,0.000011
1235714876.656341,6.744004,3.039146,-2.877498,0.000007,-0.000000,-0.000000,-0.000000,0.000005,0.000001,-0.000000,0.000001,0.000011
1235714876.676860,6.732755,3.035582,-2.877604,0.000007,-0.000000,-0.000000,-0.000000,0.000005,0.000001,-0.000000,0.000001,0.000011
1235714876.697840,6.720502,3.032091,-2.877744,0.000007,-0.000000,-0.000000,-0.000000,0.000005,0.000001,-0.000000,0.000001,0.000011
1235714876.718842,6.709318,3.029582,-2.877865,0.000007,-0.000000,-0.000000,-0.000000,0.000005,0.000001,-0.000000,0.000001,0.000010
1235714876.739830,6.697080,3.026169,-2.878090,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000001,-0.000000,0.000001,0.000010
1235714876.759833,6.685888,3.023708,-2.878263,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235714876.780819,6.673619,3.020329,-2.878547,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235714876.801830,6.662391,3.017882,-2.878751,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235714876.822827,6.650090,3.014508,-2.879059,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235714876.843815,6.638803,3.011064,-2.879298,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235714876.864809,6.626504,3.008653,-2.879564,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000010
1235714876.885800,6.615170,3.005199,-2.879828,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235714876.906800,6.602851,3.002783,-2.879106,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235714876.926785,6.591525,2.999356,-2.879392,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
1235714876.947780,6.579176,2.996036,-2.879769,0.000006,-0.000000,-0.000000,-0.000000,0.000005,0.000000,-0.000000,0.000000,0.000009
